"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","depurado","sinEspacios","statusCount","followers","favorites","friends","location","relevancia","localidadMayusculas","codProv","factorPonderacion"
"HOLA @CanelaRadioEc por favor me podr<ed>an complacer con el tema #FelicesLos4  de @Maluma muchas gracia",FALSE,0,NA,"02/07/2017 19:25",FALSE,NA,"8,81595E+17",NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""","ZullySuarez12",0,FALSE,FALSE,NA,NA,"HOLA CanelaRadioEc por favor me podr<ed>an complacer con el tema FelicesLos  de Maluma muchas gracia","HOLACanelaRadioEcporfavormepodr<ed>ancomplacerconeltemaFelicesLosdeMalumamuchasgracia",5234,90,438,139,NA,0.647482014388489,NA,25,0
"Hola @CanelaRadioEc pueden poner #911 de @feid ft @nacholacriatura gracias @FeidFcEcuador <U+2665>",FALSE,0,NA,"29/06/2017 15:07",FALSE,NA,"8,80443E+17",NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""","Mariu995",0,FALSE,FALSE,NA,NA,"Hola CanelaRadioEc pueden poner  de feid ft nacholacriatura gracias FeidFcEcuador >","HolaCanelaRadioEcpuedenponerdefeidftnacholacriaturagraciasFeidFcEcuador>",11859,725,40581,2440,"Ecuador <U+2665>",0.297131147540984,"ECUADOR <U+2665>",25,0
"Hola @CanelaRadioEc pueden poner #Devu<e9>lvemeElCoraz<f3>n de @SebastianYatra porfavor @SebastianYatraE @GomiTwiin @andradedirak @UniversalMusicE",FALSE,0,NA,"19/07/2017 21:17",FALSE,NA,"8,87783E+17",NA,"<a href=\http://twitter.com/download/android\ rel=\nofollow\>Twitter for Android</a>","Carolina_Chila",0,FALSE,FALSE,NA,NA,"Hola CanelaRadioEc pueden poner Devu<e9>lvemeElCoraz<f3>n de SebastianYatra porfavor SebastianYatraE GomiTwiin andradedirak UniversalMusicE","HolaCanelaRadioEcpuedenponerDevu<e9>lvemeElCoraz<f3>ndeSebastianYatraporfavorSebastianYatraEGomiTwiinandradedirakUniversalMusicE",12047,160,845,194,"Manta, Ecuador",0.824742268041237,"MANTA, ECUADOR",13,0
"Hola @CanelaRadioEc puede poner #Devu<e9>lvemeElCoraz<f3>n d @SebastianYatra porfavor @SebastianYatraE @GomiTwiin @andradedirak @UniversalMusicE",FALSE,0,NA,"03/07/2017 21:12",FALSE,NA,"8,81984E+17",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""","jjmor8",0,FALSE,FALSE,NA,NA,"Hola CanelaRadioEc puede poner Devu<e9>lvemeElCoraz<f3>n d SebastianYatra porfavor SebastianYatraE GomiTwiin andradedirak UniversalMusicE","HolaCanelaRadioEcpuedeponerDevu<e9>lvemeElCoraz<f3>ndSebastianYatraporfavorSebastianYatraEGomiTwiinandradedirakUniversalMusicE",3717,82,189,194,NA,0.422680412371134,NA,25,0
"Hola! @CanelaRadioEc quisiera escuchar #FelicesLos4 de @maluma gracias",FALSE,0,NA,"12/07/2017 23:58",FALSE,NA,"8,85287E+17",NA,"<a href=\http://twitter.com/download/iphone\ rel=\nofollow\>Twitter for iPhone</a>","fcastroperrone",0,FALSE,FALSE,NA,NA,"HolaCanelaRadioEc quisiera escuchar FelicesLos de maluma gracias","HolaCanelaRadioEcquisieraescucharFelicesLosdemalumagracias",532,59,83,336,"Guayaquil, Ecuador",0.175595238095238,"GUAYAQUIL, ECUADOR",9,0
"Hola @CanelaRadioEc  quisiera escuchar #Ven de @PabloJaraEc <ed><U+00A0><U+00BC><ed><U+00BE><U+00B6>Yo ser<e9> la tinta y t<fa> mi hoja de papel<ed><U+00A0><U+00BC><ed><U+00BE><U+00B6> #Sue<f1>aCantaAma @TeamPabloJaraG",FALSE,1,NA,"13/07/2017 1:18",FALSE,NA,"8,85307E+17",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""","PrissWitteveen",0,FALSE,FALSE,NA,NA,"Hola CanelaRadioEc  quisiera escuchar Ven de PabloJaraEc dUAUBCedUBEUBo ser<e9> la tinta y t<fa> mi hoja de papeldUAUBCedUBEUBSue<f1>aCantaAma TeamPabloJaraG","HolaCanelaRadioEcquisieraescucharVendePabloJaraEcdUAUBCedUBEUBoser<e9>latintayt<fa>mihojadepapeldUAUBCedUBEUBSue<f1>aCantaAmaTeamPabloJaraG",2403,200,1000,383,"Guayaquil - Ecuador",0.522193211488251,"GUAYAQUIL - ECUADOR",9,0
"Hola @CanelaRadioEc quisiera programar #Ven de @PabloJaraEc <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B1><U+008C> gracias y que tengan lindo d<ed>a @TeamPabloJaraG",FALSE,1,NA,"30/06/2017 19:31",FALSE,NA,"8,80871E+17",NA,"<a href=\https://postcron.com\"" rel=\""nofollow\"">Postcron App</a>""","PrissWitteveen",0,FALSE,FALSE,NA,NA,"Hola CanelaRadioEc quisiera programar Ven de PabloJaraEc dUAUBDedUBUAedUAUBDedUBUCgracias y que tengan lindo d<ed>a TeamPabloJaraG","HolaCanelaRadioEcquisieraprogramarVendePabloJaraEcdUAUBDedUBUAedUAUBDedUBUCgraciasyquetenganlindod<ed>aTeamPabloJaraG",2403,200,1000,383,"Guayaquil - Ecuador",0.522193211488251,"GUAYAQUIL - ECUADOR",9,0
"RT @dayanataly94: Hola @CanelaRadioEc xfa la canci<f3>n #QuedateConmigo d @jesusmiranda 
@ArtistGrup
@UniversalMusicE
@pvillalobosm
@chynomira<U+0085>",FALSE,0,NA,"03/07/2017 3:57",FALSE,NA,"8,81724E+17",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""","chynomiranda_ec",1,TRUE,FALSE,NA,NA,"Hola CanelaRadioEc xfa la canci<f3>n QuedateConmigo d jesusmiranda 
ArtistGrup
UniversalMusicE
pvillalobosm
chynomira<U+0085>","HolaCanelaRadioEcxfalacanci<f3>nQuedateConmigodjesusmirandaArtistGrupUniversalMusicEpvillalobosmchynomira<U+0085>",1384,180,590,303,"Quito, Ecuador",0.594059405940594,"QUITO, ECUADOR",17,0
"Hola @CanelaRadioEc xfa la canci<f3>n #QuedateConmigo d @jesusmiranda 
@ArtistGrup
@UniversalMusicE
@pvillalobosm
@chynomiranda_ec gracias",FALSE,0,NA,"06/07/2017 1:10",FALSE,NA,"8,82769E+17",NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Lite</a>""","dayanataly94",0,FALSE,FALSE,NA,NA,"Hola CanelaRadioEc xfa la canci<f3>n QuedateConmigo d jesusmiranda 
ArtistGrup
UniversalMusicE
pvillalobosm
chynomirandac gracias","HolaCanelaRadioEcxfalacanci<f3>nQuedateConmigodjesusmirandaArtistGrupUniversalMusicEpvillalobosmchynomirandacgracias",4920,86,1203,373,"Quito, Ecuador",0.230563002680965,"QUITO, ECUADOR",17,0
"Hola @CanelaRadioEc xfa la canci<f3>n #Qu<e9>dateConmigo d @jesusmiranda 
@ArtistGrup
@UniversalMusicE
@pvillalobosm
@chynomiranda_ec gracias",FALSE,0,NA,"10/07/2017 23:34",FALSE,NA,"8,84557E+17",NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Lite</a>""","dayanataly94",0,FALSE,FALSE,NA,NA,"Hola CanelaRadioEc xfa la canci<f3>n Qu<e9>dateConmigo d jesusmiranda 
ArtistGrup
UniversalMusicE
pvillalobosm
chynomirandac gracias","HolaCanelaRadioEcxfalacanci<f3>nQu<e9>dateConmigodjesusmirandaArtistGrupUniversalMusicEpvillalobosmchynomirandacgracias",4920,86,1203,373,"Quito, Ecuador",0.230563002680965,"QUITO, ECUADOR",17,0
"hola @CanelaRadioEc  xfa me pueden poner la cancion #Cobarde de bello @DANIELPAEZMusic <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> gracias <ed><U+00A0><U+00BD><ed><U+00B2><U+009A>",FALSE,1,NA,"18/07/2017 14:54",FALSE,NA,"8,87325E+17",NA,"<a href=\http://twitter.com\ rel=\nofollow\>Twitter Web Client</a>","Michuw1",0,FALSE,FALSE,NA,NA,"hola CanelaRadioEc  xfa me pueden poner la cancion Cobarde de bello DANIELPAEZMusic dUAUBDedUBUDgracias dUAUBDedUBUA>","holaCanelaRadioEcxfamepuedenponerlacancionCobardedebelloDANIELPAEZMusicdUAUBDedUBUDgraciasdUAUBDedUBUA>",3813,154,2412,466,"quito, Ecuador",0.330472103004292,"QUITO, ECUADOR",17,0
"Hola @CanelaRadioEc xfa podr<ed>an poner la canci<f3>n #Fiebre de @davidbisbal gracias cc @BisbalerosEcu @UniversalMusicE",FALSE,0,NA,"21/07/2017 11:18",FALSE,NA,"8,88358E+17",NA,"<a href=\http://twitter.com/download/android\ rel=\nofollow\>Twitter for Android</a>","encanto82",0,FALSE,FALSE,NA,NA,"Hola CanelaRadioEc xfa podr<ed>an poner la canci<f3>n Fiebre de davidbisbal gracias cc BisbalerosEcu UniversalMusicE","HolaCanelaRadioEcxfapodr<ed>anponerlacanci<f3>nFiebrededavidbisbalgraciasccBisbalerosEcuUniversalMusicE",3394,88,2382,442,"Guayas, Ecuador",0.199095022624434,"GUAYAS, ECUADOR",9,0
"RT @rositaepp: @vagosconsuerte @CanelaRadioEc @rpadpre @jalaldubois @DJDanielCruz @CUCHITO1940 @negritoklinger @PATOFORTUNY Hola chicos des<U+0085>",FALSE,0,NA,"07/07/2017 14:29",FALSE,NA,"8,83332E+17",NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Lite</a>""","CanelaRadioEc",1,TRUE,FALSE,NA,NA,"Hola chicos des<U+0085>","Holachicosdes<U+0085>",39393,60936,2136,7,NA,8705.14285714286,NA,25,0
"RT @LuisCalixto13: @CanelaRadioEc @LoroHomero @Pepetoala hola chicos invitemen al desayuno #canela saludos para Laura y la vecina una entra<U+0085>",FALSE,0,NA,"14/07/2017 15:34",FALSE,NA,"8,85885E+17",NA,"<a href=\http://twitter.com\ rel=\nofollow\>Twitter Web Client</a>","CanelaRadioEc",1,TRUE,FALSE,NA,NA,"hola chicos invitemen al desayuno canela saludos para Laura y la vecina una entra<U+0085>","holachicosinvitemenaldesayunocanelasaludosparaLauraylavecinaunaentra<U+0085>",39393,60936,2136,7,NA,8705.14285714286,NA,25,0
"RT @cuchita_aguilar: @Pepetoala @CanelaRadioEc hola chicos, la respuesta es faltan 17 dias para el concierto salsa viva ... besos",FALSE,0,NA,"19/07/2017 15:54",FALSE,NA,"8,87702E+17",NA,"<a href=\http://twitter.com\ rel=\nofollow\>Twitter Web Client</a>","CanelaRadioEc",1,TRUE,FALSE,NA,NA,"hola chicosla respuesta es faltan  dias para el concierto salsa viva besos","holachicoslarespuestaesfaltandiasparaelconciertosalsavivabesos",39393,60936,2136,7,NA,8705.14285714286,NA,25,0
"RT @KarenRiveristaE: Hola chicos!!! Lindo d<ed>a... <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> por favor me pueden ayudar programando la canci<f3>n #LoDigo de #CarlosRivera <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> gracias!!!<U+0085>",FALSE,0,NA,"04/07/2017 16:28",FALSE,NA,"8,82275E+17",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""","IvethBajo",1,TRUE,FALSE,NA,NA,"Hola chicosLindo d<ed>adUAUBDedUBUApor favor me pueden ayudar programando la canci<f3>n LoDigo de CarlosRivera dUAUBDedUBUgracias","HolachicosLindod<ed>adUAUBDedUBUAporfavormepuedenayudarprogramandolacanci<f3>nLoDigodeCarlosRiveradUAUBDedUBUgracias",17440,332,4022,711,"Hermosillo Sonora",0.466947960618847,"HERMOSILLO SONORA",25,0
"RT @mariabelenaylua: @CanelaRadioEc @LoroHomero Hola chicos porfa yo quiero entradas al circo soy Maria Bel<e9>n Santos Ayluardo gracias <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>",FALSE,0,NA,"21/07/2017 16:32",FALSE,NA,"8,88436E+17",NA,"<a href=\http://twitter.com\ rel=\nofollow\>Twitter Web Client</a>","CanelaRadioEc",1,TRUE,FALSE,NA,NA,"Hola chicos porfa yo quiero entradas al circo soy Maria Bel<e9>n Santos Ayluardo gracias dUAUBDedUBU>","HolachicosporfayoquieroentradasalcircosoyMariaBel<e9>nSantosAyluardograciasdUAUBDedUBU>",39393,60936,2136,7,NA,8705.14285714286,NA,25,0
"RT @cuchita_aguilar: @Pepetoala @CanelaRadioEc hola chicos ya falta poco, faltan 17 dias para el concierto esperado #SalsaViva .. besos ..<U+0085>",FALSE,0,NA,"19/07/2017 15:53",FALSE,NA,"8,87702E+17",NA,"<a href=\http://twitter.com\ rel=\nofollow\>Twitter Web Client</a>","CanelaRadioEc",2,TRUE,FALSE,NA,NA,"hola chicos ya falta pocofaltan  dias para el concierto esperado SalsaViva  besos <U+0085>","holachicosyafaltapocofaltandiasparaelconciertoesperadoSalsaVivabesos<U+0085>",39393,60936,2136,7,NA,8705.14285714286,NA,25,0
"Hola <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B1><U+0089> @labrujaecuador me complacen con #Ven de @PabloJaraEc gracias  <ed><U+00A0><U+00BD><ed><U+00B1><U+008D> @TeamPabloJaraG",FALSE,0,NA,"11/07/2017 21:37",FALSE,NA,"8,84889E+17",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""","MarcelaGmezM",0,FALSE,FALSE,NA,NA,"Hola dUAUBDedUBUAedUAUBDedUBUlabrujaecuador me complacen con Ven de PabloJaraEc gracias  dUAUBDedUBUDTeamPabloJaraG","HoladUAUBDedUBUAedUAUBDedUBUlabrujaecuadormecomplacenconVendePabloJaraEcgraciasdUAUBDedUBUDTeamPabloJaraG",2901,122,995,523,"Guayaquil, Ecuador",0.233269598470363,"GUAYAQUIL, ECUADOR",9,0
"Hola en sinton<ed>a con ustedes  <ed><U+00A0><U+00BD><ed><U+00B1><U+008C> quisiera escuchar en estos momentos #FelicesLos4 de @maluma gracias @CanelaRadioEc",FALSE,0,NA,"06/07/2017 20:59",FALSE,NA,"8,83068E+17",NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""","MarcelaGmezM",0,FALSE,FALSE,NA,NA,"Hola en sinton<ed>a con ustedes  dUAUBDedUBUCquisiera escuchar en estos momentos FelicesLos de maluma gracias CanelaRadioEc","Holaensinton<ed>aconustedesdUAUBDedUBUCquisieraescucharenestosmomentosFelicesLosdemalumagraciasCanelaRadioEc",2901,122,995,523,"Guayaquil, Ecuador",0.233269598470363,"GUAYAQUIL, ECUADOR",9,0
"Hola en sinton<ed>a con ustedes la mejor <ed><U+00A0><U+00BD><ed><U+00B1><U+008C> quisiera escuchar en estos momentos #FelicesLos4 de @maluma gracias @CanelaRadioEc",FALSE,0,NA,"06/07/2017 21:00",FALSE,NA,"8,83068E+17",NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""","MarcelaGmezM",0,FALSE,FALSE,NA,NA,"Hola en sinton<ed>a con ustedes la mejor dUAUBDedUBUCquisiera escuchar en estos momentos FelicesLos de maluma gracias CanelaRadioEc","Holaensinton<ed>aconustedeslamejordUAUBDedUBUCquisieraescucharenestosmomentosFelicesLosdemalumagraciasCanelaRadioEc",2901,122,995,523,"Guayaquil, Ecuador",0.233269598470363,"GUAYAQUIL, ECUADOR",9,0
"Hola Gaby!!! @takashijakome @labrujaecuador <ed><U+00A0><U+00BE><ed><U+00B4><U+0097> por favor me gustaria escuchar lo nuevo de @betozenere #ParaSiempre <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+0098> gracias!!! <ed><U+00A0><U+00BD><ed><U+00B9><U+0086><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BD><ed><U+00B9><U+0086><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><U+270C>",FALSE,1,NA,"04/07/2017 22:06",FALSE,NA,"8,8236E+17",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""","KarenRiveristaE",0,FALSE,FALSE,NA,NA,"Hola Gabytakashijakome labrujaecuador dUAUBEedUBUpor favor me gustaria escuchar lo nuevo de betozenere ParaSiempre dUAUBDedUBUAedUAUBDedUBUgraciasdUAUBDedUBUedUAUBDedUBUCedUAUBDedUBUedUAUBDedUBUCUC>","HolaGabytakashijakomelabrujaecuadordUAUBEedUBUporfavormegustariaescucharlonuevodebetozenereParaSiempredUAUBDedUBUAedUAUBDedUBUgraciasdUAUBDedUBUedUAUBDedUBUCedUAUBDedUBUedUAUBDedUBUCUC>",12816,282,5572,394,NA,0.715736040609137,NA,25,0
"RT @paris_oso: @sammyrivas777 @CanelaRadioEc hola.hilda soy tu fans de https://t.co/4Hjp580Pgm.TORTA de tu cumpleanos Mandame.saludos soy A<U+0085>",FALSE,0,NA,"29/06/2017 16:17",FALSE,NA,"8,8046E+17",NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Lite</a>""","CanelaRadioEc",1,TRUE,FALSE,NA,NA,"holailda soy tu fans de  de tu cumpleanos Mandamealudos soy A<U+0085>","holaildasoytufansdedetucumpleanosMandamealudossoyA<U+0085>",39393,60936,2136,7,NA,8705.14285714286,NA,25,0
"Hola @labrujaecuador  <ed><U+00A0><U+00BD><ed><U+00B1><U+008B> quisiera que me complazcan con #Ven de @PabloJaraEc <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B1><U+008C>gracias @TeamPabloJaraG #Sue<f1>aCantaAma",FALSE,1,NA,"12/07/2017 19:27",FALSE,NA,"8,85219E+17",NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""","MarcelaGmezM",0,FALSE,FALSE,NA,NA,"Hola labrujaecuador  dUAUBDedUBUBquisiera que me complazcan con Ven de PabloJaraEc dUAUBDedUBUAedUAUBDedUBUCracias TeamPabloJaraG Sue<f1>aCantaAma","HolalabrujaecuadordUAUBDedUBUBquisieraquemecomplazcanconVendePabloJaraEcdUAUBDedUBUAedUAUBDedUBUCraciasTeamPabloJaraGSue<f1>aCantaAma",2901,122,995,523,"Guayaquil, Ecuador",0.233269598470363,"GUAYAQUIL, ECUADOR",9,0
"Hola @labrujaecuador  <ed><U+00A0><U+00BD><ed><U+00B1><U+008B> quisiera que me complazcan con #Ven de @PabloJaraEc <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B1><U+008C>gracias @TeamPabloJaraG #Sue<f1>aCantaAma <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>",FALSE,0,NA,"13/07/2017 19:12",FALSE,NA,"8,85578E+17",NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""","MarcelaGmezM",0,FALSE,FALSE,NA,NA,"Hola labrujaecuador  dUAUBDedUBUBquisiera que me complazcan con Ven de PabloJaraEc dUAUBDedUBUAedUAUBDedUBUCracias TeamPabloJaraG Sue<f1>aCantaAma dUAUBDedUBUDedUAUBDedUBUDedUAUBDedUBUD>","HolalabrujaecuadordUAUBDedUBUBquisieraquemecomplazcanconVendePabloJaraEcdUAUBDedUBUAedUAUBDedUBUCraciasTeamPabloJaraGSue<f1>aCantaAmadUAUBDedUBUDedUAUBDedUBUDedUAUBDedUBUD>",2901,122,995,523,"Guayaquil, Ecuador",0.233269598470363,"GUAYAQUIL, ECUADOR",9,0
"Hola @labrujaecuador  me ayudan con la canci<f3>n #QuedateConmigo de @jesusmiranda porfa!  Y saludos al club @chynomiranda_ec Gracias!",FALSE,0,NA,"29/06/2017 0:11",FALSE,NA,"8,80217E+17",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""","sorysol15",0,FALSE,FALSE,NA,NA,"Hola labrujaecuador  me ayudan con la canci<f3>n QuedateConmigo de jesusmiranda porfa Y saludos al club chynomirandac Gracias!","Holalabrujaecuadormeayudanconlacanci<f3>nQuedateConmigodejesusmirandaporfaYsaludosalclubchynomirandacGracias!",2669,107,2281,445,"Quito, Ecuador",0.240449438202247,"QUITO, ECUADOR",17,0
"Hola @labrujaecuador  me ayudan con la canci<f3>n #QuedateConmigo de @jesusmiranda porfa!  Y saludos al club @chynomiranda_ec Gracias! <U+2764>",FALSE,0,NA,"29/06/2017 0:11",FALSE,NA,"8,80217E+17",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""","sorysol15",0,FALSE,FALSE,NA,NA,"Hola labrujaecuador  me ayudan con la canci<f3>n QuedateConmigo de jesusmiranda porfa Y saludos al club chynomirandac Gracias>","Holalabrujaecuadormeayudanconlacanci<f3>nQuedateConmigodejesusmirandaporfaYsaludosalclubchynomirandacGracias>",2669,107,2281,445,"Quito, Ecuador",0.240449438202247,"QUITO, ECUADOR",17,0
"Hola @labrujaecuador  me ayudan con la canci<f3>n #QuedateConmigo de @jesusmiranda porfa!  Y saludos al club @chynomiranda_ec Gracias! <ed><U+00A0><U+00BD><ed><U+00B2><U+009A><ed><U+00A0><U+00BD><ed><U+00B2><U+009A>",FALSE,0,NA,"29/06/2017 0:12",FALSE,NA,"8,80217E+17",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""","sorysol15",0,FALSE,FALSE,NA,NA,"Hola labrujaecuador  me ayudan con la canci<f3>n QuedateConmigo de jesusmiranda porfa Y saludos al club chynomirandac GraciasdUAUBDedUBUAedUAUBDedUBUA>","Holalabrujaecuadormeayudanconlacanci<f3>nQuedateConmigodejesusmirandaporfaYsaludosalclubchynomirandacGraciasdUAUBDedUBUAedUAUBDedUBUA>",2669,107,2281,445,"Quito, Ecuador",0.240449438202247,"QUITO, ECUADOR",17,0
"RT @PrissWitteveen: Hola @labrujaecuador me gustar<ed>a que me complazcan con #Ven de @PabloJaraEc  <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> gracias. #Sue<f1>aCantaAma @TeamPabloJaraG",FALSE,0,NA,"13/07/2017 0:31",FALSE,NA,"8,85296E+17",NA,"<a href=\http://twitter.com/download/iphone\ rel=\nofollow\>Twitter for iPhone</a>","teamPJaraRio",1,TRUE,FALSE,NA,NA,"Hola labrujaecuador me gustar<ed>a que me complazcan con Ven de PabloJaraEc  dUAUBDedUBUAgraciasSue<f1>aCantaAma TeamPabloJaraG","Holalabrujaecuadormegustar<ed>aquemecomplazcanconVendePabloJaraEcdUAUBDedUBUAgraciasSue<f1>aCantaAmaTeamPabloJaraG",1436,26,1558,169,"Riobamba, Ecuador",0.153846153846154,"RIOBAMBA, ECUADOR",6,0
"Hola @labrujaecuador me gustar<ed>a que me complazcan con #Ven de @PabloJaraEc <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> gracias <ed><U+00A0><U+00BE><ed><U+00B4><U+0097> #Sue<f1>aCantaAma @TeamPabloJaraG",FALSE,2,NA,"13/07/2017 12:19",FALSE,NA,"8,85474E+17",NA,"<a href=\http://twitter.com/download/android\ rel=\nofollow\>Twitter for Android</a>","PrissWitteveen",0,FALSE,FALSE,NA,NA,"Hola labrujaecuador me gustar<ed>a que me complazcan con Ven de PabloJaraEc dUAUBDedUBUDgracias dUAUBEedUBUSue<f1>aCantaAma TeamPabloJaraG","Holalabrujaecuadormegustar<ed>aquemecomplazcanconVendePabloJaraEcdUAUBDedUBUDgraciasdUAUBEedUBUSue<f1>aCantaAmaTeamPabloJaraG",2403,200,1000,383,"Guayaquil - Ecuador",0.522193211488251,"GUAYAQUIL - ECUADOR",9,0
"Hola @labrujaecuador me podrian complacer con #HeyDJ de @CNCOmusic y un saludo para el club de fans @CNCOEcuadorVIP gracias.",FALSE,0,NA,"01/07/2017 20:17",FALSE,NA,"8,81245E+17",NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Lite</a>""","dayanataly94",0,FALSE,FALSE,NA,NA,"Hola labrujaecuador me podrian complacer con HeyDJ de CNCOmusic y un saludo para el club de fans CNCOEcuadorVIP gracias.","HolalabrujaecuadormepodriancomplacerconHeyDJdeCNCOmusicyunsaludoparaelclubdefansCNCOEcuadorVIPgracias.",4920,86,1203,373,"Quito, Ecuador",0.230563002680965,"QUITO, ECUADOR",17,0
"Hola @labrujaecuador me podrian complacer  con #HeyDJ  de @CNCOmusic y un saludo  para el club de fans @CNCOEcuadorVIP graciass",FALSE,0,NA,"10/07/2017 14:08",FALSE,NA,"8,84414E+17",NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Lite</a>""","dayanataly94",0,FALSE,FALSE,NA,NA,"Hola labrujaecuador me podrian complacer  con HeyDJ  de CNCOmusic y un saludo  para el club de fans CNCOEcuadorVIP graciass","HolalabrujaecuadormepodriancomplacerconHeyDJdeCNCOmusicyunsaludoparaelclubdefansCNCOEcuadorVIPgraciass",4920,86,1203,373,"Quito, Ecuador",0.230563002680965,"QUITO, ECUADOR",17,0
"Hola @labrujaecuador me podrian  complacer con la canci<f3>n #HeyDJ de @CNCOmusic y un saludo para el club de fans @CNCOEcuadorVIP gracias <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>",FALSE,0,NA,"04/07/2017 12:50",FALSE,NA,"8,8222E+17",NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Lite</a>""","dayanataly94",0,FALSE,FALSE,NA,NA,"Hola labrujaecuador me podrian  complacer con la canci<f3>n HeyDJ de CNCOmusic y un saludo para el club de fans CNCOEcuadorVIP gracias dUAUBDedUBU>","Holalabrujaecuadormepodriancomplacerconlacanci<f3>nHeyDJdeCNCOmusicyunsaludoparaelclubdefansCNCOEcuadorVIPgraciasdUAUBDedUBU>",4920,86,1203,373,"Quito, Ecuador",0.230563002680965,"QUITO, ECUADOR",17,0
"Hola @labrujaecuador  me podr<ed>an complacer con la canci<f3>n #MiGente <ed><U+00A0><U+00BC><ed><U+00BC><U+008E>  @JBALVIN <U+26A1><U+FE0F><U+26A1><U+FE0F> @jbalvin_ecuador  Gracias !",FALSE,0,NA,"11/07/2017 22:58",FALSE,NA,"8,8491E+17",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""","chinita_27s",0,FALSE,FALSE,NA,NA,"Hola labrujaecuador  me podr<ed>an complacer con la canci<f3>n MiGente dUAUBCedUBCUE JBALVIN AUEFUAUEFjbalvincuador  Gracias !","Holalabrujaecuadormepodr<ed>ancomplacerconlacanci<f3>nMiGentedUAUBCedUBCUEJBALVINAUEFUAUEFjbalvincuadorGracias!",17827,1115,399,1074,"ecuador-santo domingo",1.03817504655493,"ECUADOR-SANTO DOMINGO",23,0
