"text","polaridadSVM"
"RT @aacarrer: Te pasaste @Teff_Palacios con killin' in the name!! Excelente inicio de viernes @MetroStereo",0
"Terminado esta edici<f3>n de El Vag<f3>n Alternativo con Stone Temple Pilots con Chester Bennington. Gracias a todos por escuchar esta noche.",1
"RT @Aerosmith: Thank you Tenerife!! What a great island to end this leg of the tour! Next stop: September 15th in Ecuador for the South Ame<U+0085>",0
"The countdown continues 4 hours to go before I go live with another edition of El Vagon Alternativo at https://t.co/GFcxyzypUG  @MetroStereo",0
"The countdown starts! 5 hours to go before I go live with another edition of El Vagon Alternativo at https://t.co/GFcxyzypUG  @MetroStereo",0
"Todos los detalles aqu<ed> <ed><U+00A0><U+00BE><ed><U+00B4><U+0098> <U+27A4> https://t.co/y0Am5gstOp",0
"#TuesdayRomantic en el #RouteofMusic junto a @KarlyCode? Alguien recuerda quien hac<ed>a este bloque los martes? <U+25B6><U+FE0F>https://t.co/EpIDDZbqmy",0
"<U+2604><U+FE0F> https://t.co/PGmrnjdeHN",0
"RT @Alfrd_G: <U+00A1>Buena onda @MetroStereo ! <U+00A1>Empezando la ma<f1>ana con actitud!<ed><U+00A0><U+00BD><ed><U+00B8><U+008E>",0
"Una buena manera para cerrar este tributo a Chester Bennington a duo con Chris Cornell y ....",0
"RT @ArgotiPablo: Un gran d<ed>a Rockeros @@Karlycode @MetroStereo   aqu<ed> est<e1> <ed><U+00A0><U+00BD><ed><U+00B1><U+0087> el xq es el gran d<ed>a.
La <U+24C2>etro es <ed><U+00A0><U+00BC><ed><U+00B6><U+0092> <ed><U+00A0><U+00BD><ed><U+00B8><U+008E> https://t.co/KMYrzgpnr8",0
"Vamos con otra microencuesta #MetroStereo https://t.co/edYZRH87VX",0
"Viernes!<U+26A1><U+FE0F>Cool Morning<U+26A1><U+FE0F>Desde el ""Nevermind"", tu despertador para hoy, ser<e1> junto a #Nirvana en tu #Breakfast ft<U+0085> https://t.co/OMxEJaujbq",0
"RT @MetroStereo: Viernes!<U+26A1><U+FE0F>Cool Morning<U+26A1><U+FE0F>Desde el ""Nevermind"", tu despertador para hoy, ser<e1> junto a #Nirvana en tu #Breakfast ft @Teff_Pal<U+0085>",0
"What did you think of the Chester Bennington tribute I did in El Vagon Alternativo?  @MetroStereo  Played some real rarities.",0
"RT @AnimaInside: Ya en la @MetroStereo con @DiegoTite hablando de @RockShoutFest https://t.co/cB0F3vyhg9",0
"Ya estamos en la @MetroStereo No se olviden de pedir #Trenes en #LaMetroSchoolPlus con @jhonnycanars <ed><U+00A0><U+00BE><ed><U+00B4><U+0098><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><U+0085> https://t.co/ZxokItIYCH",0
"RT @revesecuador: Ya estamos en la @MetroStereo No se olviden de pedir #Trenes en #LaMetroSchoolPlus con @jhonnycanars <ed><U+00A0><U+00BE><ed><U+00B4><U+0098><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>#revesecuador #Rev<U+0085>",0
"Y t<fa> <U+00BF>a cu<e1>l localidad vas a ir? <ed><U+00A0><U+00BE><ed><U+00B4><U+0098>
!Una cita con el rock imperdible! Entradas @Ticketshow Medios oficiales<U+0085> https://t.co/EeVHAFmBXA",0
"RT @RockShoutFest: Y t<fa> <U+00BF>a cu<e1>l localidad vas a ir? <ed><U+00A0><U+00BE><ed><U+00B4><U+0098>
!Una cita con el rock imperdible! Entradas @Ticketshow Medios oficiales @MetroStereo<U+0085>",0
"Y t<fa> <U+00BF>a cu<e1>l localidad vas a ir?
!Una cita con el rock imperdible! Entradas @Ticketshow Medios oficiales<U+0085> https://t.co/L9NDblZad3",0
"RT @RockShoutFest: Y t<fa> <U+00BF>a cu<e1>l localidad vas a ir? 
!Una cita con el rock imperdible! Entradas @Ticketshow Medios oficiales @MetroStereo @<U+0085>",0
"RT @RockShoutFest: Y t<fa> <U+00BF>a cu<e1>l localidad vas a ir?
!Una cita con el rock imperdible! Entradas @Ticketshow Medios oficiales @MetroStereo @e<U+0085>",0
"RT @Carapungoenacci: @armonicafm ,@LaOtraRadioec ,@radiopublicaEC ,@CanelaRadioEc ,@LaRadioRedonda ,@radio_sucre ,@radioecuador , https://t<U+0085>",0
"<U+0095> Aqu<ed> empieza #ConLasCobijasAlAire programa presentado y distribuido por @LaOtraRadioec <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+0088> #BendecidaSemana... https://t.co/5JlWRwAR2e",0
"<U+0095> Aqu<ed> empieza #ConLasCobijasAlAire programa presentado y distribuido por @LaOtraRadioec <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+0088> #BendecidoJueves... https://t.co/j7pJ7pdYO2",0
"RT @danilourbanodj: <U+0095> Aqu<ed> empieza #ConLasCobijasAlAire programa presentado y distribuido por @LaOtraRadioec <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+0088> #BendecidoJueves... https:/<U+0085>",0
"<U+0095> Aqu<ed> empieza #ConLasCobijasAlAire programa presentado y distribuido por @LaOtraRadioec <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+0088> #ExcelenteJueves... https://t.co/ZvfYASho25",0
"RT @danilourbanodj: <U+0095> Aqu<ed> empieza #ConLasCobijasAlAire programa presentado y distribuido por @LaOtraRadioec <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+0088> #ExcelenteJueves... https:/<U+0085>",0
"<U+0095> Aqu<ed> empieza #ConLasCobijasAlAire programa presentado y distribuido por @LaOtraRadioec <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+0088> #ExcelenteMartes... https://t.co/XySGNHFkRB",0
"RT @danilourbanodj: <U+0095> Aqu<ed> empieza #ConLasCobijasAlAire programa presentado y distribuido por @LaOtraRadioec <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+0088> #ExcelenteMartes... https:/<U+0085>",0
"<U+0095> Aqu<ed> empieza #QueChichaQuieresConmigo <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> segmento presentado y distribuido por @LaOtraRadioec <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+0088> en el programa... https://t.co/obovIo5OUm",0
"RT @danilourbanodj: <U+0095> Aqu<ed> empieza #QueChichaQuieresConmigo <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> segmento presentado y distribuido por @LaOtraRadioec <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+0088> en el programa... htt<U+0085>",0
"<U+0095> #ConLasCobijasAlAire <ed><U+00A0><U+00BC><ed><U+00BE><U+00BC><ed><U+00A0><U+00BC><ed><U+00BE><U+00B5><ed><U+00A0><U+00BC><ed><U+00BE><U+00B6><ed><U+00A0><U+00BC><ed><U+00BE><U+009B><ed><U+00A0><U+00BC><ed><U+00BE><U+0099><ed><U+00A0><U+00BD><ed><U+00B4><U+008A><ed><U+00A0><U+00BC><ed><U+00BE><U+00A7> #ElDespertadorDeTuVida <U+23F0><U+23F0> ya est<e1> Sonando!!! #SoloPor @LaOtraRadioec <ed><U+00A0><U+00BD><ed><U+00B2><U+0083><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B5><U+00BA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B8><U+0088> &amp;... https://t.co/dYG6y14UWC",0
"RT @danilourbanodj: <U+0095> #ConLasCobijasAlAire <ed><U+00A0><U+00BC><ed><U+00BE><U+00BC><ed><U+00A0><U+00BC><ed><U+00BE><U+00B5><ed><U+00A0><U+00BC><ed><U+00BE><U+00B6><ed><U+00A0><U+00BC><ed><U+00BE><U+009B><ed><U+00A0><U+00BC><ed><U+00BE><U+0099><ed><U+00A0><U+00BD><ed><U+00B4><U+008A><ed><U+00A0><U+00BC><ed><U+00BE><U+00A7> #ElDespertadorDeTuVida <U+23F0><U+23F0> ya est<e1> Sonando!!! #SoloPor @LaOtraRadioec <ed><U+00A0><U+00BD><ed><U+00B2><U+0083><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B5><U+00BA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B8><U+0088> &amp;... https:/<U+0085>",0
"<U+0095> Hola porfaa aqu<ed> en sinton<ed>a con ustedes la mejor <ed><U+00A0><U+00BD><ed><U+00B1><U+008C> quisiera escuchar en estos momentos #FelicesLos4 de @maluma gracias @LaOtraRadioec",1
"<U+0095> Viernes de #QueChichaQuieresConmigo <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> segmento presentado y distribuido por @LaOtraRadioec <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+0088> en el programa... https://t.co/Am75YGFZGb",0
"RT @danilourbanodj: <U+0095> Viernes de #QueChichaQuieresConmigo <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> segmento presentado y distribuido por @LaOtraRadioec <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+0088> en el programa... https<U+0085>",0
"35 a 55 a<f1>os, 500,oo, medio tiempo. Enviar CV: newgroupmg@gmail.com.",0
"Actualizada en moda femenina, telas- colores, preferible patronista, no necesario t<ed>tulo. corpimau@gye.satnet.net.",0
"Actualizo Contabilidad, impuestos, SRI, anexos, RDEP, Supercias, municipio. 2-551687, 0968-485582.",0
"#Acuario Hoy lo que necesites debes de encontrarlo por ti mismo y no esperar que otras personas te lo den, ya basta de actuar as<ed>..",0
"#Acuario Hoy lo que necesites debes de encontrarlo por ti mismo y no esperar que otras personas te lo den, ya basta de actuar as<ed>.",0
"#Acuario Hoy no lleves una vida desordenada y fuera de control pues va a llegar un punto en el q te vas a dar cuenta de q nada",0
"#Acuario Hoy no lleves una vida desordenada y fuera de control pues va a llegar un punto en el q te vas a dar cuenta de q nada.",0
"#Acuario Hoy no permitas que las decisiones de otros afecten tu vida y sobre todo tu estado emocional, manten el control..",0
"#Acuario Hoy no permitas que las decisiones de otros afecten tu vida y sobre todo tu estado emocional, manten el control.",0
"#Acuario Hoy no seas irrespetuoso con las personas y sobre todo si no te han hecho nada malo, trata de controlar tus palabras..",0
"#Acuario Hoy no seas irrespetuoso con las personas y sobre todo si no te han hecho nada malo, trata de controlar tus palabras.",0
"#Acuario Hoy no te desquites con las personas que tienes cerca tu mal humor ya que debes de darte cuenta..",0
"#Acuario Hoy no te desquites con las personas que tienes cerca tu mal humor ya que debes de darte cuenta...",0
"#Acuario Hoy no te hagas el interesante y di lo que sientas sin pensar tanto en las consecuencias, deja de reprimirte tanto..",0
"#Acuario Hoy no te hagas el interesante y di lo que sientas sin pensar tanto en las consecuencias, deja de reprimirte tanto...",0
"#Acuario Hoy no te llenes de cosas la cabeza ya que puedes estresarte demasiado y perjudicar tu salud de una manera muy grave",0
"#Acuario Hoy no te llenes de cosas la cabeza ya que puedes estresarte demasiado y perjudicar tu salud de una manera muy grave...",0
"#Acuario Hoy no temas a decir lo que est<e1>s pensando ya que tus palabras pueden ser de mucha ayuda para una persona..",0
"#Acuario Hoy no temas a decir lo que est<e1>s pensando ya que tus palabras pueden ser de mucha ayuda para una persona...",0
"#Acuario Hoy no te olvides de las personas q te han ayudado y siempre han permanecido a tu lado sin importar que haya pasado",0
"#Acuario Hoy no te olvides de las personas q te han ayudado y siempre han permanecido a tu lado sin importar que haya pasado.",0
"#Acuario Hoy no te quedes callado y mucho menos le sigas el juego a nadie ya q a la hora de la hora no vas a poder hacer nada",0
"#Acuario Hoy no te quedes callado y mucho menos le sigas el juego a nadie ya q a la hora de la hora no vas a poder hacer nada.",0
"#Acuario Hoy te dar<e1>s cuenta de que las cosas van cambiando con el tiempo y solo queda acostumbrarse y acoplarse con esas cosas..",0
"#Acuario Hoy te dar<e1>s cuenta de que las cosas van cambiando con el tiempo y solo queda acostumbrarse y acoplarse con esas cosas.",0
"#Acuario Hoy trata de alejarte de todas esas personas que solo te traen retrasos a tu vida, debes darte cuenta..",0
"#Acuario Hoy trata de alejarte de todas esas personas que solo te traen retrasos a tu vida, debes darte cuenta.",0
"#Acuario Hoy vas a cometer un grave error al actuar de forma impulsiva y desesperada y pasado un tiempo te vas a arrepentir",0
"#Acuario Hoy vas a cometer un grave error al actuar de forma impulsiva y desesperada y pasado un tiempo te vas a arrepentir.",0
"#ACUARIO No puedes hacer gastos innecesarios y de una manera tan poco beneficiosa para ti.",0
"#ACUARIO Todo evoluciona permanentemente y lo importante es que averig<fc>es lo que realmente te apetece hacer.",0
"A diesel, con experiencia, licencia tipo B para ciudad de Guayaquil. Preferible 20- 30 a<f1>os. 0989-265792; (04)2-116055.",0
"A diesel, con licencia tipo B para ciudad de Guayaquil. Preferible 20- 30 a<f1>os. 0989-265792; (04)2-116055.",0
"Administrativa, preferible con conocimiento moda femenina, dise<f1>o, control personal. corpimau@gye.satnet.net.",0
"RT @Charlyzaa8: @LaOtraRadioec Adrian Criollo 260",0
"Agencia publicidad, 520 promedio, horario flexible, sin experiencia. Curr<ed>culum: mateo14recursohumano@gmail.com.",0
"Amanecer en #tababela @AeropuertoUIO #cobijasQuito SalsaViva @ximelobato @danilourbanodj @LaOtraRadioec https://t.co/W7zQn1InAS",0
"RT @ecuadoractivo: Amanecer en #tababela @AeropuertoUIO #cobijasQuito SalsaViva @ximelobato @danilourbanodj @LaOtraRadioec https://t.co/W7z<U+0085>",0
"Ambos sexos, atenci<f3>n al cliente, supervisores medio tiempo. Correo: aplicantes_rrhh@hotmail.com.",0
"Ambos sexos, con/ sin experiencia Atenci<f3>n clientes locales comerciales. recursohumanoecuador@hotmail.com.",0
"Ambos sexos, mandar curriculum: equipoexitoso_hbl_coach85@outlook.com.",0
"Ambos sexos, medio tiempo, para atenci<f3>n, administraci<f3>n locales. corpglh_rrhh@hotmail.com Guayaquil.",0
"Ambos sexos necesito, por apertura de local comercial, kevinsg8376@hotmail.com.",0
"Ambos sexos urgente, bachilleres- universitarios. Atenci<f3>n- Clientes locales comerciales. recursohumanoecuador@hotmail.com.",0
"@AmericoOficial @laotrafmec @DuendeMixTDS Muchos saludos a todos desde Londres",0
"RT @KATYBSB4EVER: @LaOtraRadioec amigos buenos dias deseo mucho las entradas salsa viva #cobijasquito Katherine Y<e9>pez 036",0
"Amigos de @LaOtraRadioEc pueden complacerme con la canci<f3>n de @maluma #FelicesLos4 Gracias",1
"RT @joslis_orbri: Amigos de @LaOtraRadioec ser<e1> que me puede complacer con lo nuevo de @JBALVIN #MiGente gracias <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> @jbalvin_ecuador",1
"Apoyando oficinas publicidad 520.oo promedio (sin experiencia) 0993071739 (04)2560977 <U+00A1><U+00A1>Tatiana!!.",0
"Apoyando oficinas publicidad, 520,oo promedio sin experiencia. 099-3071739; (04)2-560977. Samantha.",0
"Apoya Oficina Publicidad 520 promedio (sin experiencia) 0993071739 (04)2560977 <U+00A1><U+00A1>Dayanna!!.",0
"Apoya Oficina Publicidad 520 promedio (sin experiencia) 0993071739 (04)2560977 <U+00A1><U+00A1>Tamara!!.",0
"Apoya oficinas publicidad. 520,oo promedio (sin experiencia). 0993071739, (04)2560977 <ed><ed>Fabiola!!.",0
"Apoya oficinas publicidad. 520,oo promedio (sin experiencia). 0993071739, (04)2560977 <ed><ed>Samantha!!.",0
"Apoya Oficinas Publicidad 520 promedio (sin experiencia) 0993071739 (04)2560977 <U+00A1><U+00A1>Liliana!!.",0
"RT @LaOtraRadioec: Aprende ingl<e9>s en tu propia casa y habla como nativo en tres meses. Informes en Quito 0981090434 https://t.co/povlu0NL9M",0
"RT @danilourbanodj: Aqu<ed> casuales.... Recordando #ChichaLight de hace a<f1>os... Solitos<U+0085> https://t.co/rKB4E1Czpf",0
"RT @Welling31345799: @LaOtraRadioec aqui saludandoles a los de chicha ligh",0
"#ARIES El Sol saldr<e1> de nuevo para ti, literal y metaf<f3>ricamente. Es un d<ed>a en el que no debes preocuparte por nada.",0
"#ARIES Es esencial es que hoy focalices las arduas tareas que tienes entre manos, para que puedas concluirlas con <e9>xito.",0
"#Aries Hoy aprovecha las oportunidades que la vida te da y no las dejes pasar por temor o inseguridades de tu parte..",0
"#Aries Hoy aprovecha las oportunidades que la vida te da y no las dejes pasar por temor o inseguridades de tu parte...",0
"#Aries Hoy carga tus energ<ed>as y camina seguro hacia tus objetivos, no permitas que nadie se interponga en tu camino..",0
"#Aries Hoy carga tus energ<ed>as y camina seguro hacia tus objetivos, no permitas que nadie se interponga en tu camino.",0
"#Aries Hoy debes darte cuenta que es necesario dejar de lado las culpas y los resentimientos, son peso muerto..",0
"#Aries Hoy debes darte cuenta que es necesario dejar de lado las culpas y los resentimientos, son peso muerto.",0
"#Aries Hoy deja de postergar esa cosa q tanto deseas es hora q avances en tu vida y realices tus sue<f1>os, deja de posponerlo..",0
"#Aries Hoy deja de postergar esa cosa q tanto deseas es hora q avances en tu vida y realices tus sue<f1>os, deja de posponerlo.",0
"#Aries Hoy el entusiasmo y la alegr<ed>a t van a invadir y vas a a ver la vida d un modo diferente, todo comenzar<e1> a estar m<e1>s claro",0
"#Aries Hoy el entusiasmo y la alegr<ed>a t van a invadir y vas a a ver la vida d un modo diferente, todo comenzar<e1> a estar m<e1>s claro.",0
"#Aries Hoy encuentros con personas de tu pasado te har<e1>n recordar buenos momentos y tu alma se sentir<e1> mas que dichoso",0
"#Aries Hoy encuentros con personas de tu pasado te har<e1>n recordar buenos momentos y tu alma se sentir<e1> mas que dichoso...",0
"#Aries Hoy es momento de q controles la impulsividad q te ha estado dominando, debes darte cuenta q nada bueno a salido de ella",0
"#Aries Hoy es momento de q controles la impulsividad q te ha estado dominando, debes darte cuenta q nada bueno a salido de ella.",0
"#Aries Hoy es momento de que empieces a tener m<e1>s confianza en ti misma, no dejes que los problemas te abrumen..",0
"#Aries Hoy es momento de que empieces a tener m<e1>s confianza en ti misma, no dejes que los problemas te abrumen.",0
"#Aries Hoy las nubes empiezan a despejarse y al fin puedes ver el horizonte, es momento de que aproveches las oportunidades",0
"#Aries Hoy las nubes empiezan a despejarse y al fin puedes ver el horizonte, es momento de que aproveches las oportunidades.",0
"#Aries Hoy no dejes q un comentario mal intencionado te haga da<f1>o, si te das cuenta eso es lo q quieren, que te sientas mal..",0
"#Aries Hoy no dejes q un comentario mal intencionado te haga da<f1>o, si te das cuenta eso es lo q quieren, que te sientas mal...",0
"#Aries Hoy prueba un cambio de look, sentir<e1>s que te renuevas y te sentir<e1>s de lo mejor, engr<ed>ete un poco, te lo mereces",0
"#Aries Hoy prueba un cambio de look, sentir<e1>s que te renuevas y te sentir<e1>s de lo mejor, engr<ed>ete un poco, te lo mereces...",0
"#Aries Hoy ten cuidado ya que posiblemente alguien quiera aprovecharse de tu capacidad y quedarse con el merito..",0
"#Aries Hoy ten cuidado ya que posiblemente alguien quiera aprovecharse de tu capacidad y quedarse con el merito...",0
"#Aries Hoy tu vida entrar<e1> en una etapa muy positiva y llena de cambios que solo ser<e1>n para mejor, t<f3>malo con buenas ganas",0
"#Aries Hoy tu vida entrar<e1> en una etapa muy positiva y llena de cambios que solo ser<e1>n para mejor, t<f3>malo con buenas ganas.",0
"@armonicafm ,@LaOtraRadioec ,@radiopublicaEC ,@CanelaRadioEc ,@LaRadioRedonda ,@radio_sucre ,@radioecuador , https://t.co/xtMuwjwXIr",0
"@armonicafm ,@LaOtraRadioec ,@radiopublicaEC ,estan sancionando a vende perros o solo retirando a inocentes sin voz! https://t.co/gzVj9UVBzQ",0
"#ArtistasYMedios
Representantes del g<e9>nero urbano y reguet<f3>n se re<fa>nen con
<ed><U+00A0><U+00BD><ed><U+00B3><U+00BB>@RadioLatinaEc
<ed><U+00A0><U+00BD><ed><U+00B3><U+00BB>@LaOtraRadioec
<ed><U+00A0><U+00BD><ed><U+00B3><U+00BB><U+0085> https://t.co/H1vgoP3gNK",0
"RT @SuperComEc: #ArtistasYMedios
Representantes del g<e9>nero urbano y reguet<f3>n se re<fa>nen con
<ed><U+00A0><U+00BD><ed><U+00B3><U+00BB>@RadioLatinaEc
<ed><U+00A0><U+00BD><ed><U+00B3><U+00BB>@LaOtraRadioec
<ed><U+00A0><U+00BD><ed><U+00B3><U+00BB>@CanelaRadioEc<U+0085>",0
"Asador de pollo con experiencia que viva al sur. Llamar: 0959956313.",0
"Asesores solicitamos para ventas en l<ed>nea y externas, buenos ingresos, m<e1>s incentivos.Enviar C.V.: ventas@protelir.com.",0
"Asistencia T<e9>cnica a nuestros clientes. Sueldo a convenir. Enviar curriculum: rrhhventsec@hotmail.com.",0
"Asistente Consultorio. Buena presencia, zona Villa Club- La Aurora. Informaci<f3>n: 0982300240.",0
"Asistente de Marketing, Ejecutivas, personal Atenci<f3>n al cliente. Enviar curriculum: personal1.cv@gmail.com.",0
"Atenci<f3>n al Cliente empresa busca de excelente presencia que tenga  conocimientos en sistemas. Enviar hoja de vida a:  eunda@unimoda.ec.",0
"Atenci<f3>n al p<fa>blico con experiencia se necesita para local de comida r<e1>pida. Direcci<f3>n: Colombia y Tulc<e1>n. ""El Sabrosito"".",0
"Atenci<f3>n Call Center, medio tiempo/ completo. tudesides@hotmail.com.",0
"Atenci<f3>n clientes, 20- 30, negocio locales. 0997029385, 0981170018.",0
"Atenci<f3>n cliente solicito medio tiempo y completo. corp_digitalcolon@hotmail.com.",0
"Atenci<f3>n ventas en Boutique, centro comercial, horario completo. Curr<ed>culum: sonnialvarado@hotmail.com.",0
"Atender negocio, medio tiempo, para Guayaquil. Llamar: 2968538, 0986-078893.",0
"ATS, retenciones tributarias. Sexo masculino. Enviar hoja de vida correo: contabilidad@casamaritagalapagos.com.",0
"Auxiliar de Educaci<f3>n general b<e1>sica requiere Prestigiosa Instituci<f3>n  Educativa. Enviar C. V. al correo: docenteauxiliar2017@outlook.es",0
"Ayudante cocina. Recomendaciones. Urdesa: Guayacanes- Acacias esquina, ""Paja Tokilla"" 2:30.",0
"Ayudante de cocina con experiencia para restaurante. Tulc<e1>n 607 y Quisquis. Presentarse 7:30.",0
"Ayudante experiencia en muebles por oficina.  Presentarse con hojas de vida el  en Av. Juan Tanca  Marengo Plaza Saibaba local 19.",0
"Ayudante. Experiencia, Recomendaciones. Urdesa: Guayacanes- Acacias esquina, ""Paja Tokilla"" 2:30.",0
"Ayudantes de cocina para restaurante, con experiencia. Tulc<e1>n 607 y Quisquis.",0
"Ayudemos en esta cadena de oraci<f3>n!!! <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> #Comparte.... #QueChichaQuieres solo por @LaOtraRadioec <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> https://t.co/v5IF7OuvJp",0
"RT @danilourbanodj: Ayudemos en esta cadena de oraci<f3>n!!! <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> #Comparte.... #QueChichaQuieres solo por @LaOtraRadioec <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> https://t.co/v5I<U+0085>",0
"Bachiller contable, fima o afines. Manejo de montacarga. Referencias verificables. Enviar curr<ed>culum: jaime.chilan@uba.ec.",0
"Bachiller en Mec<e1>nica Industrial con licencia sportman. Interesados escribir whatsApp 098-0135824.",0
"Bachilleres, call Center y Venta puerta a puerta. correo: cjennit18@hotmail.com.",0
"Bachilleres con/ sin experiencia, Marketing. Cita: 0968564254; ciaw-j@hotmail.es.",0
"Bachilleres - Enviar curr<ed>culum a: selecciontalentos2016@gmail.com.",0
"Bachilleres, medio tiempo, Atenci<f3>n Clientes, locales comerciales. Supervisores. corp_hseb@hotmail.com.",0
"Bachilleres para atenci<f3>n al cliente. 0988-627410; 0985-785256.",0
"Bachiller - Experiencia y licencia tipo A. Enviar curr<ed>culum: seleccionpersonaldvp@gmail.com.",0
"Bachiller universitario, trabajo medio tiempo, completo, call center, supervisores. businessoportunityhb@gmail.com.",0
"RT @elsaam01: Brisa del mar, cervecitas y serenos de @LaOtraRadioec OnLine! Feliz Fin de semana desde Wildwood, New Jersey",0
"Buanas noticias para la belleza nacional maquillista ecuatoriana #MissMaquillaje representar<e1> al Ecuador en Per<fa> es<U+0085> https://t.co/UX71RAMVYt",0
"Buenas Tardes @LaOtraRadioec me podr<ed>an complacer con la canci<f3>n #MiGente <ed><U+00A0><U+00BC><ed><U+00BC><U+008E> de @JBALVIN <U+26A1><U+FE0F><U+26A1><U+FE0F> @jbalvin_ecuador  Gracias !",1
"RT @MAYKELINROMINAR: @LaOtraRadioec Buenas tardes,  me podr<ed>an complacer con la canci<f3>n #MiGente de @JBALVIN <U+26A1><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B2><U+00A5><U+2665><U+FE0F> gracias... @jbalvin_ecua<U+0085>",1
"RT @EdyVid: Buen dia @LaOtraRadioec ak en el sur si hay transporte asi q todos listos para trabajar con #cobijasquito",0
"RT @MAYKELINROMINAR: Buen d<ed>a @LaOtraRadioec nos podr<ed>an complacer con la canci<f3>n #MiGente de @JBALVIN gracias <ed><U+00A0><U+00BD><ed><U+00B8><U+008B> @jbalvin_ecuador <U+26A1><U+FE0F> #LaFam<U+0085>",1
"Buen d<ed>a @LaOtraRadioec nos podr<ed>an complacer con la canci<f3>n #MiGente de @JBALVIN gracias <ed><U+00A0><U+00BD><ed><U+00B8><U+008B> @jbalvin_ecuador <U+26A1><U+FE0F> #LaFamilia <U+2728>",1
"RT @KATYBSB4EVER: @LaOtraRadioec buenos dias amigos mr gustaria mucho las entradas #salsaviva #cobijasquito Katherine Y<e9>pez 036",0
"RT @Pame_amr: Buenos d<ed>as chic@s quiero la entrada xfavor <ed><U+00A0><U+00BD><ed><U+00B8><U+00A2> lindo d<ed>a @LaOtraRadioec  #cobijasQuito #SalsaViva Pamela Mallitasig ci *******<U+0085>",0
"RT @EnergiaWilliam: Buenos d<ed>as @LaOtraRadioec me podr<ed>an complacer con la canci<f3>n #Bonita de @JBALVIN <U+26A1><U+FE0F><U+26A1><U+FE0F> @jbalvin_ecuador  Gracias !",1
"Buenos d<ed>as @LaOtraRadioec me podr<ed>an complacer con la canci<f3>n #MiGente <ed><U+00A0><U+00BC><ed><U+00BC><U+008E> de @JBALVIN <U+26A1><U+FE0F><U+26A1><U+FE0F> @jbalvin_ecuador  Gracias !",1
"Buenos diass @LaOtraRadioec #cobijasquito salsa vivaaa!! <ed><U+00A0><U+00BD><ed><U+00B8><U+0080><ed><U+00A0><U+00BD><ed><U+00B8><U+0080> deseo mucho ir <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>",0
